,Pred_0,real_0
1843,1287,1390
1844,1200,886
1845,687,1169
1846,1202,1176
1847,152,279
1848,1200,1176
1849,1200,465
1850,1200,677
1851,932,1176
1852,1200,1176
1853,1200,1005
1854,535,809
1855,1200,766
1856,535,1176
1857,1200,279
1858,1200,279
1859,535,538
1860,1200,1176
1861,1200,911
1862,932,1043
1863,834,510
1864,231,1176
1865,1521,1086
1866,1200,667
1867,558,766
1868,1047,1390
1869,1523,1176
1870,1200,1176
1871,1200,1176
1872,907,1176
1873,108,279
1874,1200,1024
1875,160,1176
1876,535,1132
1877,1200,330
1878,215,667
1879,105,911
1880,1200,1202
1881,600,1176
1882,1200,1176
1883,1091,1176
1884,299,346
1885,932,1176
1886,869,1176
1887,1183,1176
1888,593,1176
1889,1200,766
1890,1200,1057
1891,559,1176
1892,1095,1401
1893,698,1176
1894,1200,1298
1895,1200,98
1896,200,1132
1897,1200,744
1898,1200,474
1899,200,812
1900,1200,160
1901,1200,911
1902,932,911
1903,1200,1176
1904,559,1176
1905,1200,209
1906,105,331
1907,1200,145
1908,1200,510
1909,1200,386
1910,687,1176
1911,535,1390
1912,314,192
1913,1200,1176
1914,1427,463
1915,1200,1176
1916,1200,78
1917,803,1132
1918,535,1176
1919,1200,677
1920,518,237
1921,292,1225
1922,1200,1176
1923,932,279
1924,1200,1304
1925,907,950
1926,1200,1176
1927,1200,1176
1928,109,911
1929,1200,1176
1930,1328,884
1931,363,522
1932,1200,1176
1933,1031,1176
1934,788,1176
1935,1200,667
1936,535,207
1937,206,143
1938,1200,1176
1939,1091,707
1940,932,1225
1941,815,774
1942,698,1225
1943,1037,331
1944,1200,279
1945,1200,1043
1946,1200,1178
1947,1200,1176
1948,292,1176
1949,1200,667
1950,1200,209
1951,1200,1176
1952,108,1202
1953,258,1196
1954,1263,775
1955,1200,346
1956,1152,1400
1957,1200,816
1958,105,1176
1959,799,1431
1960,687,1198
1961,1253,417
1962,1200,465
1963,932,809
1964,1200,667
1965,1504,846
1966,808,228
1967,1200,1176
1968,1246,77
1969,1200,1176
1970,1246,77
1971,1200,1176
1972,292,126
1973,932,864
1974,168,1007
1975,1419,1176
1976,343,393
1977,207,191
1978,932,1184
1979,218,911
1980,932,1262
1981,1143,331
1982,1200,1262
1983,563,1176
1984,386,1176
1985,152,1176
1986,526,1176
1987,907,1381
1988,535,149
1989,1419,178
1990,876,1232
1991,72,1176
1992,1200,1176
1993,1200,898
1994,1200,407
1995,1200,1121
1996,1200,98
1997,1200,1176
1998,1200,900
1999,1200,1043
2000,1200,1176
2001,1200,685
2002,1106,1176
2003,1200,794
2004,1523,1176
2005,1255,1009
2006,900,1007
2007,1200,494
2008,687,1176
2009,1066,1468
2010,72,1225
2011,1200,1132
2012,224,1176
2013,1006,1043
2014,1034,149
2015,932,1337
2016,1200,98
2017,1200,1390
2018,1200,1176
2019,1226,1176
2020,1200,779
2021,1445,1176
2022,618,1176
2023,292,911
2024,1200,1176
2025,363,1176
2026,1517,750
2027,535,667
2028,687,279
2029,152,279
2030,1200,1176
2031,1200,911
2032,932,346
2033,1200,1225
2034,1284,1176
2035,1200,510
2036,70,1176
2037,1200,1176
2038,1200,1176
2039,1200,1431
2040,1200,1176
2041,1200,158
2042,1200,510
2043,1200,1262
2044,1200,317
2045,160,1176
2046,1388,489
2047,1200,440
2048,1263,1176
2049,907,467
2050,1523,1176
2051,887,346
2052,1246,463
2053,593,1473
2054,1200,228
2055,1200,915
2056,535,864
2057,1200,667
2058,1200,1176
2059,1200,911
2060,1246,407
2061,1200,547
2062,687,594
2063,1200,775
2064,1200,346
2065,535,1176
2066,1200,1225
2067,363,331
2068,374,78
2069,344,1176
2070,1200,1176
2071,1419,1076
2072,932,1176
2073,808,505
2074,105,1176
2075,1246,440
2076,1200,1176
2077,127,300
2078,932,1121
2079,134,1005
2080,907,1176
2081,1200,1176
2082,1246,1176
2083,932,1176
2084,528,189
2085,907,1176
2086,1200,1176
2087,429,1176
2088,1200,1176
2089,386,1176
2090,634,228
2091,950,884
2092,1200,667
2093,535,1497
2094,1142,1176
2095,292,199
2096,932,1288
2097,1200,1176
2098,1200,1176
2099,687,1176
2100,1066,1497
2101,1523,667
2102,343,1176
2103,932,279
2104,374,1497
2105,231,375
2106,1200,158
2107,1200,1043
2108,1200,1176
2109,1091,368
2110,90,1176
2111,1434,853
2112,1200,829
2113,1154,1109
2114,292,334
2115,1200,1176
2116,1246,693
2117,932,911
2118,932,1176
2119,1200,1176
2120,1445,733
2121,1200,1176
2122,1200,911
2123,1489,510
2124,1200,677
2125,1200,766
2126,698,1176
2127,231,996
2128,1504,1176
2129,1200,407
2130,907,1176
2131,332,1176
2132,1200,1176
2133,105,911
2134,932,346
2135,1152,83
2136,1200,1176
2137,382,1176
2138,995,891
2139,687,1473
2140,72,1176
2141,535,1176
2142,207,911
2143,1419,707
2144,593,235
2145,394,279
2146,1200,786
2147,1143,1176
2148,1200,1176
2149,322,1176
2150,1504,510
2151,535,597
2152,687,217
2153,1253,1176
2154,1200,684
2155,788,1349
2156,117,628
2157,1087,1010
2158,1200,1176
2159,292,1176
2160,105,510
2161,109,1176
2162,730,1176
2163,207,1176
2164,1200,143
2165,863,1176
2166,362,1176
2167,1200,1225
2168,869,1473
2169,1200,180
2170,932,1176
2171,1200,51
2172,1200,1206
2173,1066,510
2174,1200,1176
2175,1523,786
2176,1274,98
2177,851,1176
2178,1226,786
2179,1244,331
2180,535,1497
2181,1200,707
2182,579,1080
2183,1200,667
2184,907,618
2185,1244,1176
2186,258,1176
2187,1200,667
2188,105,911
2189,1200,203
2190,1200,786
2191,1200,279
2192,1419,584
2193,1200,911
2194,1200,510
2195,1200,1176
2196,1200,1176
2197,907,102
2198,1246,330
2199,1246,1176
2200,1200,78
2201,932,1176
2202,1200,1176
2203,105,279
2204,788,199
2205,808,538
2206,1200,510
2207,1200,1176
2208,1200,775
2209,1200,1176
2210,155,1176
2211,1200,279
2212,1200,1176
2213,1246,18
2214,363,1375
2215,932,1134
2216,1200,426
2217,1200,1176
2218,446,16
2219,1200,389
2220,108,1176
2221,507,1176
2222,1200,686
2223,1200,305
2224,907,1176
2225,1504,911
2226,1517,1176
2227,535,1176
2228,1200,191
2229,1200,790
2230,1328,766
2231,292,1176
2232,407,1253
2233,374,510
2234,1200,911
2235,1200,1176
2236,1034,69
2237,1483,126
2238,1200,1176
2239,363,98
2240,1200,1436
2241,1200,1235
2242,687,1473
2243,1454,1473
2244,1370,1176
2245,808,1176
2246,1200,1176
2247,932,198
2248,822,1176
2249,292,1113
2250,1439,1176
2251,1200,279
2252,1200,1176
2253,1200,911
2254,687,1176
2255,1536,536
2256,1045,1176
2257,1200,667
2258,1200,766
2259,1200,485
2260,535,282
2261,687,707
2262,344,1176
2263,1517,89
2264,932,510
2265,1451,1176
2266,292,190
2267,687,1473
2268,1200,1146
2269,1200,119
2270,869,1225
2271,1200,129
2272,460,809
2273,1246,102
2274,1200,1176
2275,1200,1176
2276,447,771
2277,932,667
2278,1200,1176
2279,433,1176
2280,907,201
2281,209,667
2282,801,256
2283,548,1083
2284,1200,331
2285,1200,1176
2286,687,707
2287,1200,228
2288,1321,199
2289,1200,1176
2290,1200,1176
2291,932,911
2292,535,667
2293,872,1095
2294,646,346
2295,907,1176
2296,1091,1278
2297,219,1043
2298,535,1176
2299,687,237
2300,1198,1176
2301,215,752
2302,1200,1176
2303,1200,716
2304,634,1176
2305,1200,83
2306,1024,199
2307,932,1134
2308,1200,198
2309,224,98
2310,1200,1176
2311,932,358
2312,1200,1176
2313,1246,911
2314,1142,1488
2315,1200,1176
2316,327,464
2317,105,765
2318,1419,1497
2319,1200,1176
2320,1200,1132
2321,231,278
2322,1057,126
2323,1200,1176
2324,1200,1431
2325,1200,911
2326,1145,1176
2327,1200,833
2328,1200,1437
2329,1200,1024
2330,1200,440
2331,1200,69
2332,1523,1176
2333,1200,1176
2334,1219,407
2335,1152,1107
2336,1200,1176
2337,1200,1176
2338,1200,515
2339,932,1176
2340,540,1390
2341,1419,1176
2342,1091,1176
2343,1200,1007
2344,1028,851
2345,1200,279
2346,535,1488
2347,1200,864
2348,1200,766
2349,1200,1176
2350,105,846
2351,292,331
2352,1200,786
2353,1189,1176
2354,292,1225
2355,1420,1176
2356,701,279
2357,292,1176
2358,1200,228
2359,932,911
2360,615,911
2361,932,1176
2362,1200,1176
2363,1200,1107
2364,1200,1225
2365,570,846
2366,1033,597
2367,540,346
2368,470,1176
2369,1200,920
2370,1200,911
2371,1200,998
2372,1267,1225
2373,1066,1176
2374,1200,786
2375,1200,1176
2376,292,1497
2377,231,1176
2378,1200,911
2379,1200,996
2380,1200,613
2381,1200,69
2382,1200,1225
2383,1246,1176
2384,1200,1176
2385,241,1176
2386,1200,228
2387,956,1176
2388,127,1176
2389,559,463
2390,1200,1262
2391,1126,618
2392,429,301
2393,292,1008
2394,1200,582
2395,1200,1176
2396,1200,375
2397,1200,1304
2398,1200,1326
2399,1200,996
2400,548,1176
2401,535,667
2402,394,1071
2403,1200,1176
2404,1246,346
2405,535,770
2406,1045,1176
2407,932,1176
2408,1254,667
2409,977,279
2410,1200,1176
2411,429,1176
2412,1200,1488
2413,1200,779
2414,335,824
2415,1497,1176
2416,1200,1176
2417,1200,346
2418,115,1176
2419,1200,199
2420,1200,900
2421,1200,911
2422,932,1176
2423,363,1176
2424,1066,1176
2425,1200,1176
2426,1200,1390
2427,299,1497
2428,344,1262
2429,1200,1176
2430,1200,331
2431,1200,1176
2432,72,1176
2433,1200,1176
2434,258,1176
2435,919,1176
2436,206,387
2437,1200,101
2438,1200,510
2439,1033,1176
2440,108,494
2441,292,1176
2442,1200,919
2443,874,1176
2444,1419,684
2445,932,1402
2446,1200,1176
2447,292,779
2448,1200,675
2449,803,884
2450,1419,1225
2451,1200,1251
2452,1246,1176
2453,869,457
2454,535,938
2455,1031,477
2456,1200,510
2457,1246,279
2458,281,209
2459,1200,575
2460,1200,1176
2461,386,1233
2462,1135,1176
2463,1200,463
2464,144,199
2465,1200,279
2466,1028,201
2467,995,191
2468,1200,1176
2469,1200,1008
2470,1200,250
2471,1200,279
2472,1200,1192
2473,1293,69
2474,1200,911
2475,1520,1176
2476,513,1176
2477,1200,1176
2478,1200,128
2479,1445,1176
2480,1033,1176
2481,1273,684
2482,281,1176
2483,1200,667
2484,1042,878
2485,887,1004
2486,1031,1361
2487,292,958
2488,846,1497
2489,223,1225
2490,1200,228
2491,687,1176
2492,1200,1225
2493,873,279
2494,1200,1176
2495,1200,1431
2496,105,877
2497,72,279
2498,1246,1176
2499,1287,510
2500,1370,911
2501,869,279
2502,1523,1418
2503,907,1321
2504,1200,1176
2505,1200,505
2506,1200,1176
2507,292,911
2508,687,1321
2509,292,330
2510,398,387
2511,1122,389
2512,932,667
2513,808,143
2514,1200,201
2515,1200,1176
2516,1200,1225
2517,292,228
2518,687,199
2519,1200,807
2520,312,614
2521,292,553
2522,1200,1013
2523,535,202
2524,1200,1176
2525,932,1176
2526,1200,1176
2527,535,1176
2528,363,1176
2529,932,401
2530,1200,1176
2531,1301,237
2532,448,911
2533,907,279
2534,687,256
2535,1200,1176
2536,708,69
2537,1200,1144
2538,791,703
2539,1200,911
2540,932,911
2541,1200,766
2542,1499,1225
2543,424,1176
2544,1200,270
2545,234,846
2546,1287,1176
2547,1200,1176
2548,1200,911
2549,1200,667
2550,206,279
2551,808,78
2552,1200,1176
2553,1257,1176
2554,1200,465
2555,1200,1375
2556,1200,1122
2557,1200,149
2558,1200,1176
2559,1523,98
2560,1200,1176
2561,1267,438
2562,932,911
2563,231,1176
2564,535,1176
2565,292,1176
2566,165,1176
2567,708,1176
2568,932,1488
2569,1200,1176
2570,1246,1176
2571,1091,1176
2572,1200,1171
2573,1200,389
2574,1200,535
2575,788,1431
2576,724,1358
2577,1523,1176
2578,932,1176
2579,1200,1288
2580,900,1176
2581,1152,1024
2582,1200,217
2583,1200,1176
2584,1200,1176
2585,1523,279
2586,1200,1176
2587,1200,794
2588,1246,1176
2589,1419,279
2590,160,1176
2591,1200,613
2592,1200,911
2593,109,1176
2594,374,1176
2595,1246,228
2596,72,911
2597,1246,1176
2598,216,933
2599,1200,241
2600,1200,1176
2601,292,1431
2602,458,1166
2603,292,279
2604,1246,911
2605,1200,1176
2606,732,825
2607,1200,438
2608,1066,1176
2609,687,733
2610,1402,1176
2611,1200,1176
2612,1534,1043
2613,1287,375
2614,292,1176
2615,1200,884
2616,1200,1121
2617,1200,1390
2618,1200,1176
2619,1420,1176
2620,1200,1347
2621,932,1176
2622,72,618
2623,292,853
2624,164,1176
2625,1200,1225
2626,1081,1176
2627,292,1206
2628,1246,1225
2629,808,1176
2630,292,358
2631,1200,1176
2632,1200,1176
2633,1200,1176
2634,907,463
2635,1200,889
2636,1200,1488
2637,1200,98
2638,1246,378
2639,499,1176
2640,756,199
2641,292,1156
2642,1200,1043
2643,1200,1262
2644,1200,1393
2645,292,1176
2646,1419,969
2647,1246,1488
2648,535,1262
2649,1200,331
2650,1066,396
2651,1105,1176
2652,460,1390
2653,698,1176
2654,932,1176
2655,1200,1176
2656,788,1176
2657,907,77
2658,1200,209
2659,241,846
2660,901,911
2661,808,1176
2662,907,1176
2663,228,1176
2664,1200,1225
2665,558,256
2666,1200,1176
2667,1200,829
2668,251,667
2669,382,911
2670,1419,279
2671,1152,704
2672,342,1176
2673,1200,463
2674,1200,1225
2675,1200,358
2676,588,1176
2677,663,510
2678,1200,911
2679,1200,846
2680,876,1176
2681,547,510
2682,1287,1176
2683,1491,786
2684,1200,1176
2685,732,1068
2686,1200,1225
2687,1200,1176
2688,803,1176
2689,1419,1176
2690,344,1176
2691,932,216
2692,231,180
2693,1200,707
2694,1200,331
2695,1200,1018
2696,1200,1176
2697,292,1176
2698,1200,1176
2699,1211,1176
2700,513,523
2701,869,981
2702,1257,1176
2703,1200,700
2704,1302,1176
2705,292,911
2706,1200,911
2707,1200,1240
2708,559,510
2709,687,853
2710,1200,667
2711,919,911
2712,1200,1176
2713,1200,1176
2714,1419,1176
2715,963,1176
2716,835,510
2717,1285,1176
2718,199,1176
2719,1200,348
2720,1246,1176
2721,1486,1176
2722,1200,1176
2723,207,1008
2724,1147,337
2725,241,1176
2726,1200,298
2727,1200,589
2728,535,134
2729,1200,149
2730,989,1176
2731,887,394
2732,687,1176
2733,1200,346
2734,580,1176
2735,299,1095
2736,292,1176
2737,231,1176
2738,1200,911
2739,1446,203
2740,1066,1176
2741,1200,1176
2742,1200,1321
2743,1200,1176
2744,1200,1176
2745,995,1176
2746,803,1176
2747,289,1161
2748,1125,911
2749,1152,770
2750,1200,270
2751,932,237
2752,1200,73
2753,1143,1176
2754,535,1176
2755,790,1176
2756,1246,1176
2757,108,1431
2758,1517,996
2759,1263,440
2760,687,911
2761,1200,331
2762,663,1176
2763,1200,1103
2764,1364,1465
2765,1200,1176
2766,1200,911
2767,292,1225
2768,1200,440
2769,292,1176
2770,1200,911
2771,932,201
2772,1189,911
2773,1200,375
2774,1134,1043
2775,1200,947
2776,919,561
2777,1066,270
2778,1200,1002
2779,263,98
2780,687,610
2781,292,775
2782,211,1395
2783,1200,149
2784,1200,911
2785,703,1176
2786,1200,98
2787,1200,228
2788,1200,1176
2789,1200,1121
2790,460,1176
2791,1200,510
2792,1200,1176
2793,663,228
2794,1200,707
2795,1200,911
2796,386,1509
2797,1200,911
2798,1031,1176
2799,374,1004
2800,1200,270
2801,874,1113
2802,1200,883
2803,1200,911
2804,907,1176
2805,292,237
2806,1246,884
2807,1219,510
2808,930,1321
2809,1200,911
2810,1200,387
2811,1200,1132
2812,1200,1151
2813,1200,1176
2814,345,667
2815,363,1176
2816,1200,612
2817,1200,1176
2818,1200,1176
2819,1200,1176
2820,1200,1176
2821,1200,1092
2822,671,1176
2823,1200,1176
2824,932,1176
2825,292,911
2826,292,1095
2827,1200,682
2828,14,515
2829,1210,1473
2830,1200,667
2831,1200,833
2832,1200,1176
2833,209,869
2834,1200,1176
2835,488,1176
2836,687,1176
2837,1200,69
2838,160,1390
2839,1066,1390
2840,1200,1453
2841,1200,1176
2842,535,1202
2843,1200,1176
2844,535,190
2845,109,1176
2846,1219,911
2847,231,1176
2848,687,1488
2849,1200,330
2850,1200,801
2851,386,1176
2852,932,1229
2853,1113,1176
2854,1200,1497
2855,1200,846
2856,1287,1176
2857,907,1497
2858,386,510
2859,1386,1161
2860,1200,895
2861,588,1176
2862,1200,1176
2863,1200,510
2864,1200,14
2865,1200,1176
2866,687,1176
2867,907,1473
2868,1460,394
2869,1200,1284
2870,932,1176
2871,1200,241
2872,231,1176
2873,1246,786
2874,1200,1176
2875,887,1176
2876,535,1418
2877,1200,911
2878,446,270
2879,932,1176
2880,480,1114
2881,1200,1176
2882,1200,1176
2883,254,1252
2884,535,1176
2885,952,1176
2886,978,1225
2887,1200,1390
2888,292,1105
2889,231,1176
2890,794,331
2891,1246,911
2892,887,510
2893,460,667
2894,1200,812
2895,72,667
2896,1200,1176
2897,932,1176
2898,535,98
2899,1200,705
2900,1419,1176
2901,1200,1176
2902,1066,279
2903,932,1054
2904,1200,1176
2905,1066,1176
2906,1200,1176
2907,34,539
2908,1200,547
2909,1200,1225
2910,1200,1176
2911,1200,270
2912,1200,771
2913,1200,279
2914,1200,1395
2915,1200,911
2916,1200,1490
2917,243,1458
2918,491,164
2919,1200,1002
2920,794,1176
2921,1409,423
2922,1308,1176
2923,1200,1475
2924,292,1176
2925,1030,1007
2926,1200,1483
2927,1246,1176
2928,932,1176
2929,1200,1176
2930,411,1267
2931,1200,1176
2932,1200,346
2933,1200,98
2934,1152,394
2935,363,510
2936,1200,1228
2937,932,1176
2938,1200,139
2939,1200,1225
2940,613,1176
2941,535,779
2942,1215,1176
2943,794,1176
2944,907,1176
2945,731,1423
2946,267,1488
2947,231,1176
2948,535,1176
2949,1246,1078
2950,587,820
2951,932,911
2952,1326,1176
2953,1456,1176
2954,1247,1278
2955,1200,346
2956,907,203
2957,1439,1497
2958,1200,474
2959,1200,958
2960,1200,279
2961,1425,911
2962,1200,779
2963,1200,1176
2964,1370,602
2965,363,911
2966,344,1176
2967,698,1176
2968,1200,1176
2969,934,346
2970,1200,1176
2971,927,1176
2972,1200,1267
2973,206,667
2974,363,884
2975,1200,1390
2976,687,228
2977,1200,1262
2978,808,510
2979,1200,98
2980,1066,667
2981,231,1176
2982,732,772
2983,1200,884
2984,535,1225
2985,788,126
2986,1200,1225
2987,292,110
2988,363,1398
2989,872,1497
2990,1200,869
2991,803,786
2992,1536,465
2993,1200,911
2994,1200,1176
2995,1200,1176
2996,1200,1497
2997,363,911
2998,1200,613
2999,1200,510
3000,698,911
3001,105,1176
3002,1152,228
3003,1200,149
3004,386,1085
3005,687,1176
3006,808,270
3007,189,1176
3008,1200,346
3009,1200,1176
3010,1200,1176
3011,1504,864
3012,709,1101
3013,1200,1416
3014,1035,1493
3015,292,1176
3016,292,1176
3017,1200,1176
3018,1152,884
3019,1200,1176
3020,1134,1176
3021,1200,1262
3022,834,1176
3023,1246,846
3024,1200,279
3025,1032,1176
3026,1308,1176
3027,660,1176
3028,363,525
3029,687,1176
3030,281,675
3031,199,911
3032,798,510
3033,1523,1497
3034,1200,1260
3035,109,1176
3036,1200,78
3037,1115,465
3038,808,1176
3039,1200,846
3040,1200,911
3041,292,127
3042,535,270
3043,1200,358
3044,1200,1176
3045,1287,331
3046,1200,228
3047,1200,1176
3048,292,143
3049,932,1473
3050,932,209
3051,1200,1176
3052,1200,1176
3053,732,1354
3054,932,1105
3055,1200,1176
3056,1200,279
3057,1076,812
3058,343,707
3059,1200,1176
3060,1200,697
3061,263,1176
3062,363,667
3063,1395,1176
3064,1200,1050
3065,932,1176
3066,932,98
3067,1200,1390
3068,698,425
3069,1200,1431
3070,932,417
3071,374,911
3072,932,1121
3073,1200,1184
3074,1000,1225
3075,907,1176
3076,1246,1176
3077,1242,98
3078,1200,1176
3079,460,98
3080,374,279
3081,1200,346
3082,231,911
3083,292,1176
3084,836,474
3085,907,1228
3086,1200,1176
3087,563,1225
3088,905,911
3089,634,1176
3090,185,1381
3091,1200,1225
3092,1200,1176
3093,589,98
3094,1200,705
3095,1200,1176
3096,1200,678
3097,932,1176
3098,491,1176
3099,932,467
3100,907,984
3101,1200,1176
3102,1200,198
3103,1152,1070
3104,1200,1176
3105,231,346
3106,932,1176
3107,81,1176
3108,1200,667
3109,1200,667
3110,1200,1176
3111,224,1390
3112,535,1225
3113,932,602
3114,1200,1176
3115,1200,969
3116,292,241
3117,1200,1043
3118,794,1176
3119,1200,1431
3120,671,98
3121,1200,1005
3122,1200,831
3123,1200,1176
3124,1321,279
3125,535,1225
3126,1246,714
3127,872,463
3128,354,1114
3129,1246,1493
3130,1276,1497
3131,1246,786
3132,932,1083
3133,1200,1121
3134,535,1176
3135,1200,331
3136,535,1176
3137,292,1176
3138,907,911
3139,958,846
3140,1200,1344
3141,687,1176
3142,1508,911
3143,1200,1176
3144,794,345
3145,1493,770
3146,1200,840
3147,932,613
3148,1200,510
3149,1200,1176
3150,292,510
3151,559,1176
3152,481,1478
3153,292,199
3154,634,1083
3155,1144,969
3156,687,1176
3157,1200,911
3158,1200,1048
3159,105,1132
3160,1200,1176
3161,1200,602
3162,1200,1176
3163,1200,846
3164,330,1176
3165,209,1223
3166,134,1176
3167,1370,1176
3168,72,809
3169,932,890
3170,108,667
3171,1200,98
3172,663,1176
3173,948,1176
3174,7,1239
3175,1200,1176
3176,1200,1121
3177,1200,766
3178,1200,1132
3179,1200,346
3180,1200,119
3181,907,1176
3182,1523,1390
3183,1246,911
3184,127,126
3185,907,78
3186,1200,911
3187,932,911
3188,1200,1176
3189,932,1176
3190,1219,1225
3191,687,346
3192,708,911
3193,1045,667
3194,1200,1176
3195,1200,911
3196,1200,1225
3197,1200,331
3198,1200,438
3199,1200,1413
3200,1460,1176
3201,1200,667
3202,1246,864
3203,1200,1176
3204,1246,862
3205,600,958
3206,1200,1283
3207,1200,331
3208,1200,794
3209,1200,1176
3210,1093,1176
3211,808,1176
3212,1200,331
3213,292,145
3214,932,1176
3215,343,751
3216,302,846
3217,1066,1000
3218,1200,1176
3219,956,911
3220,932,1042
3221,1200,1121
3222,1200,1176
3223,846,1176
3224,292,697
3225,363,177
3226,1200,603
3227,1200,149
3228,1200,1497
3229,1287,1225
3230,1200,510
3231,1517,1390
3232,1200,1176
3233,1246,102
3234,687,300
3235,365,1176
3236,874,279
3237,1200,1176
3238,932,1176
3239,374,1176
3240,1200,287
3241,732,1399
3242,1152,911
3243,1200,786
3244,1200,1103
3245,535,950
3246,698,465
3247,513,1176
3248,1200,1225
3249,1200,911
3250,1200,330
3251,210,1176
3252,292,1390
3253,1504,1176
3254,1200,1132
3255,1092,1176
3256,312,738
3257,1200,1176
3258,1034,1121
3259,1200,911
3260,744,1176
3261,1419,190
3262,932,911
3263,687,1161
3264,1200,911
3265,1200,228
3266,535,209
3267,1246,256
3268,491,1176
3269,1369,629
3270,1066,279
3271,312,774
3272,1523,199
3273,808,300
3274,363,393
3275,1246,1176
3276,1200,1176
3277,1246,510
3278,1200,1176
3279,687,1176
3280,133,1298
3281,932,424
3282,708,680
3283,1200,126
3284,109,1176
3285,1200,911
3286,1517,677
3287,1200,1176
3288,1200,1008
3289,1504,1176
3290,363,407
3291,1200,72
3292,755,1176
3293,1246,604
3294,363,846
3295,535,346
3296,1200,786
3297,895,911
3298,344,346
3299,1419,846
3300,1066,1127
3301,1200,1176
3302,1517,667
3303,535,846
3304,907,1202
3305,1200,1108
3306,109,229
3307,1093,1176
3308,1287,279
3309,460,1176
3310,907,1176
3311,1504,213
3312,105,368
3313,263,1043
3314,1167,913
3315,187,1176
3316,932,667
3317,386,1176
3318,1200,279
3319,1200,1176
3320,1200,242
3321,1200,510
3322,1200,1176
3323,1200,1176
3324,707,1176
3325,1504,1381
3326,302,1225
3327,687,358
3328,535,1473
3329,1491,69
3330,1097,1225
3331,535,853
3332,1200,1497
3333,1200,1176
3334,687,1176
3335,1200,667
3336,1200,914
3337,932,212
3338,1484,667
3339,1144,1176
3340,1491,1390
3341,1200,1283
3342,869,1176
3343,1200,375
3344,1152,1225
3345,1287,1176
3346,41,1176
3347,1287,1024
3348,687,198
3349,1200,1176
3350,1091,228
3351,1200,1176
3352,1200,1176
3353,1409,1196
3354,887,911
3355,478,1176
3356,1200,510
3357,978,884
3358,1200,779
3359,1200,753
3360,491,199
3361,907,1176
3362,1200,218
3363,687,1176
3364,1200,1274
3365,548,279
3366,1200,1493
3367,1200,981
3368,732,1176
3369,109,338
3370,499,911
3371,932,911
3372,561,779
3373,687,228
3374,788,1334
3375,655,83
3376,1246,279
3377,105,1176
3378,263,1176
3379,1200,279
3380,231,242
3381,932,846
3382,363,779
3383,344,909
3384,1370,279
3385,622,688
3386,663,1176
3387,72,1176
3388,460,78
3389,231,766
3390,1200,279
3391,1200,884
3392,1200,279
3393,343,174
3394,311,1176
3395,344,1015
3396,109,911
3397,1419,209
3398,794,1121
3399,1200,1497
3400,1066,770
3401,1200,1497
3402,1419,297
3403,1152,279
3404,1508,707
3405,1200,98
3406,876,843
3407,932,919
3408,932,1176
3409,932,474
3410,1200,1225
3411,1200,973
3412,808,938
3413,1200,270
3414,687,1018
3415,1200,346
3416,1200,102
3417,876,529
3418,1200,1176
3419,932,846
3420,932,1176
3421,499,911
3422,1200,510
3423,1110,1225
3424,1200,1176
3425,815,1497
3426,1200,1176
3427,1200,1105
3428,233,1176
3429,1517,677
3430,105,884
3431,1200,1176
3432,1200,1176
3433,535,1225
3434,231,1176
3435,1200,1043
3436,1200,1176
3437,292,1176
3438,932,667
3439,355,898
3440,1246,1176
3441,1200,950
3442,1200,1176
3443,1033,1176
3444,105,1211
3445,81,911
3446,1200,1347
3447,732,786
3448,1200,911
3449,822,1176
3450,1523,1176
3451,1200,1019
3452,1200,101
3453,1200,1176
3454,687,276
3455,458,667
3456,932,1395
3457,1031,1362
3458,374,1176
3459,1200,1311
3460,1200,1132
3461,907,1225
3462,1200,330
3463,932,1176
3464,1200,389
3465,374,1176
3466,207,279
3467,478,1176
3468,1251,1093
3469,323,1176
3470,176,853
3471,1152,358
3472,363,1321
3473,615,1176
3474,732,510
3475,1200,1070
3476,1246,1225
3477,808,270
3478,1033,102
3479,932,1176
3480,1200,1161
3481,344,1322
3482,932,573
3483,1200,629
3484,231,667
3485,1200,298
3486,1200,1176
3487,1445,1431
3488,887,864
3489,1200,770
3490,1200,1176
3491,474,1176
3492,1200,849
3493,233,212
3494,105,1176
3495,775,1176
3496,1200,1176
3497,1200,1488
3498,663,775
3499,1419,1176
3500,932,510
3501,292,331
3502,292,1176
3503,1200,426
3504,1200,884
3505,1200,1225
3506,687,1070
3507,808,102
3508,932,1431
3509,930,152
3510,977,1073
3511,1200,1176
3512,932,102
3513,1052,1176
3514,932,1473
3515,788,440
3516,1200,228
3517,374,228
3518,535,368
3519,1523,1176
3520,1200,969
3521,1200,1176
3522,932,909
3523,1200,1176
3524,663,1132
3525,231,1176
3526,1200,1121
3527,363,968
3528,1257,1176
3529,687,98
3530,344,911
3531,1200,1176
3532,81,330
3533,687,279
3534,1200,279
3535,1200,1176
3536,1200,779
3537,1200,297
3538,1508,349
3539,1200,911
3540,405,190
3541,1200,1020
3542,109,667
3543,488,1121
3544,160,1176
3545,1200,1225
3546,207,1347
3547,1200,1176
3548,1200,1390
3549,1200,1176
3550,1200,98
3551,1200,235
3552,1200,1176
3553,254,1176
3554,1066,1176
3555,1200,510
3556,1200,809
3557,788,1176
3558,1200,794
3559,1200,1176
3560,788,510
3561,535,1176
3562,460,1176
3563,292,884
3564,1200,1176
3565,907,1176
3566,696,884
3567,932,1176
3568,1200,1418
3569,1200,1176
